id_m,id_s
n3,s4-1
n2,s5-1
n1,s1-1
n6,s6-1
n5,s7-1
n4,s2-1
n9,s8-1
n8,s9-1
n7,s3-1
n12,s15-1
n11,s12-1
n10,s10-1
n13,s13-1
n15,s14-1
n14,s11-1
n16,s16-1
n18,s17-1
n20,s19-1
n19,s18-1
n22,s20-1
n23,s21-1
n24,s22-1
n25,s23-1
n28,s31-1
n26,s28-1
n27,s24-1
n29,s25-1
n32,s37-1
n31,s38-1
n30,s32-1
n34,s33-1
n40,s39-1
n39,s34-1
n42,s35-1
n41,s36-1
n44,s52-1
n43,s53-1
n45,s43-1
n46,s44-1
n48,s45-1
n47,s46-1
n50,s47-1
n49,s48-1
n52,s49-1
n51,s50-1
n53,s51-1
n56,s60-1
n55,s61-1
n54,s54-1
n57,s55-1
n60,s62-1
n59,s63-1
n58,s56-1
n61,s57-1
n63,s58-1
n62,s59-1
n65,s77-1
n64,s78-1
n67,s67-1
n66,s68-1
n69,s69-1
n68,s70-1
n71,s71-1
n70,s72-1
n73,s73-1
n72,s74-1
n75,s75-1
n74,s76-1
n78,s88-1
n76,s89-1
n79,s85-1
n77,s79-1
n80,s80-1
n84,s90-1
n82,s91-1
n83,s86-1
n81,s81-1
n85,s82-1
n87,s92-1
n88,s93-1
n89,s87-1
n86,s83-1
n90,s84-1
n92,s102-1
n94,s103-1
n93,s100-1
n91,s94-1
n95,s95-1
n97,s101-1
n96,s96-1
n98,s97-1
n100,s105-1
n101,s104-1
n99,s98-1
n102,s99-1
n106,s116-1
n105,s114-1
n104,s106-1
n103,s107-1
n108,s115-1
n109,s108-1
n107,s109-1
n110,s111-1
n111,s112-1
n112,s113-1
n115,s120-1
n114,s121-1
n113,s117-1
n118,s122-1
n117,s123-1
n116,s118-1
n121,s124-1
n120,s125-1
n119,s119-1
n124,s131-1
n123,s128-1
n122,s126-1
n125,s129-1
n127,s130-1
n126,s127-1
n129,s145-1
n128,s132-1
n132,s135-1
n130,s133-1
n131,s134-1
n133,s143-1
n134,s136-1
n135,s137-1
n136,s138-1
n137,s139-1
n140,s147-1
n139,s144-1
n138,s140-1
n141,s141-1
n144,s153-1
n143,s154-1
n142,s148-1
n148,s149-1
n154,s155-1
n153,s150-1
n156,s151-1
n155,s152-1
n158,s168-1
n157,s169-1
n160,s159-1
n159,s160-1
n162,s161-1
n161,s162-1
n164,s163-1
n163,s164-1
n166,s165-1
n165,s166-1
n167,s167-1
n170,s176-1
n169,s177-1
n168,s170-1
n171,s171-1
n174,s178-1
n172,s179-1
n173,s172-1
n175,s173-1
n177,s174-1
n176,s175-1
n178,s193-1
n179,s194-1
n181,s183-1
n180,s184-1
n183,s185-1
n182,s186-1
n185,s187-1
n184,s188-1
n187,s189-1
n186,s190-1
n189,s191-1
n188,s192-1
n193,s204-1
n194,s205-1
n192,s201-1
n190,s195-1
n195,s196-1
n197,s206-1
n198,s207-1
n199,s202-1
n196,s197-1
n200,s198-1
n203,s208-1
n202,s209-1
n204,s203-1
n201,s199-1
n205,s200-1
n208,s218-1
n207,s219-1
n209,s220-1
n209a,s221-1
n206,s210-1
n210,s211-1
n211,s212-1
n212,s213-1
n213,s214-1
n214,s215-1
n215,s216-1
n216,s217-1
n219,s230-1
n218,s231-1
n220,s232-1
n221,s233-1
n217,s222-1
n222,s223-1
n223,s224-1
n224,s225-1
n225,s226-1
n226,s227-1
n227,s228-1
n228,s229-1
n231,s244-1
n232,s245-1
n230,s246-1
n229,s234-1
n233,s235-1
n234,s236-1
n235,s237-1
n236,s238-1
n237,s239-1
n238,s240-1
n239,s241-1
n240,s242-1
n241,s243-1
n244,s254-1
n243,s252-1
n242,s247-1
n245,s248-1
n246,s249-1
n248,s253-1
n247,s250-1
n249,s256-1
n250,s257-1
n251,s258-1
n252,s271-1
n253,s260-1
n254,s261-1
n255,s262-1
n256,s263-1
n257,s264-1
n258,s265-1
n259,s266-1
n260,s267-1
n261,s268-1
n262,s269-1
n263,s270-1
n264,s276-1
n265,s273-1
n266,s277-1
n267,s274-1
n268,s278-1
n269,s275-1
n270,s291-1
n271,s280-1
n272,s281-1
n273,s282-1
n274,s283-1
n275,s284-1
n276,s285-1
n277,s286-1
n278,s287-1
n279,s288-1
n280,s289-1
n281,s290-1
n282,s296-1
n283,s293-1
n284,s297-1
n285,s294-1
n286,s298-1
n287,s295-1
n291,s311-1
n290,s312-1
n289,s313-1
n288,s314-1
n292,s300-1
n293,s301-1
n294,s302-1
n295,s303-1
n296,s304-1
n297,s305-1
n298,s306-1
n299,s307-1
n300,s308-1
n301,s309-1
n302,s310-1
n304,s327-1
n306,s328-1
n305,s329-1
n303,s330-1
n307,s316-1
n308,s317-1
n309,s318-1
n310,s319-1
n311,s320-1
n312,s321-1
n313,s322-1
n314,s323-1
n315,s324-1
n316,s325-1
n317,s326-1
n320,s343-1
n319,s344-1
n321,s345-1
n318,s346-1
n322,s332-1
n323,s333-1
n324,s334-1
n325,s335-1
n326,s336-1
n327,s337-1
n328,s338-1
n329,s339-1
n330,s340-1
n331,s341-1
n332,s342-1
n333,s356-1
n334,s357-1
n335,s358-1
n336,s359-1
n337,s348-1
n338,s349-1
n339,s350-1
n340,s351-1
n341,s361-1
n342,s353-1
n343,s354-1
n344,s355-1
n345,s372-1
n346,s373-1
n347,s374-1
n348,s375-1
n349,s364-1
n350,s365-1
n351,s366-1
n352,s367-1
n353,s377-1
n354,s369-1
n355,s370-1
n356,s371-1
n359,s394-1
n358,s387-1
n357,s379-1
n360,s388-1
n361,s389-1
n362,s390-1
n365,s391-1
n364,s392-1
n363,s381-1
n366,s382-1
n367,s383-1
n369,s393-1
n368,s384-1
n370,s385-1
n371,s386-1
n374,s414-1
n373,s408-1
n372,s395-1
n375,s409-1
n376,s410-1
n377,s397-1
n378,s398-1
n380,s411-1
n379,s399-1
n381,s400-1
n382,s401-1
n384,s412-1
n383,s402-1
n385,s403-1
n386,s404-1
n388,s413-1
n387,s405-1
n389,s406-1
n390,s407-1
n393,s433-1
n392,s425-1
n391,s415-1
n395,s426-1
n398,s427-1
n397,s428-1
n396,s416-1
n399,s429-1
n402,s430-1
n401,s431-1
n400,s418-1
n403,s419-1
n404,s420-1
n406,s432-1
n405,s421-1
n407,s422-1
n408,s423-1
n411,s453-1
n410,s447-1
n409,s434-1
n412,s448-1
n413,s449-1
n414,s436-1
n415,s437-1
n417,s450-1
n416,s438-1
n418,s439-1
n419,s440-1
n421,s451-1
n420,s441-1
n422,s442-1
n423,s443-1
n425,s452-1
n424,s444-1
n426,s445-1
n427,s446-1
n431,s467-1
n430,s468-1
n429,s469-1
n428,s454-1
n435,s470-1
n432,s471-1
n434,s472-1
n433,s455-1
n436,s456-1
n437,s457-1
n438,s458-1
n439,s459-1
n440,s460-1
n441,s461-1
n442,s462-1
n443,s463-1
n444,s464-1
n445,s465-1
n446,s466-1
n448,s488-1
n449,s489-1
n450,s490-1
n447,s475-1
n454,s491-1
n453,s492-1
n452,s493-1
n451,s476-1
n455,s477-1
n456,s478-1
n457,s479-1
n458,s480-1
n459,s481-1
n460,s482-1
n461,s483-1
n462,s484-1
n463,s485-1
n464,s486-1
n465,s487-1
n468,s501-1
n469,s502-1
n467,s503-1
n466,s496-1
n470,s497-1
n471,s498-1
n472,s499-1
n473,s500-1
n475,s516-1
n476,s517-1
n474,s504-1
n477,s506-1
n478,s507-1
n479,s508-1
n480,s509-1
n481,s510-1
n482,s511-1
n485,s518-1
n484,s519-1
n483,s512-1
n488,s513-1
n491,s514-1
n492,s515-1
n495,s533-1
n494,s527-1
n493,s520-1
n496,s528-1
n497,s529-1
n499,s530-1
n498,s521-1
n500,s522-1
n501,s523-1
n502,s524-1
n504,s531-1
n503,s525-1
n506,s532-1
n505,s526-1
n509,s550-1
n508,s544-1
n507,s534-1
n510,s535-1
n511,s545-1
n512,s546-1
n513,s547-1
n515,s551-1
n514,s548-1
n516,s537-1
n517,s538-1
n518,s539-1
n519,s549-1
n520,s540-1
n521,s541-1
n522,s542-1
n523,s543-1
n525,s567-1
n526,s561-1
n524,s552-1
n527,s562-1
n528,s563-1
n529,s554-1
n531,s564-1
n530,s555-1
n532,s556-1
n535,s568-1
n534,s565-1
n533,s557-1
n536,s558-1
n538,s566-1
n537,s559-1
n539,s560-1
n541,s584-1
n542,s578-1
n540,s569-1
n543,s579-1
n545,s585-1
n544,s580-1
n546,s581-1
n548,s586-1
n547,s582-1
n549,s571-1
n550,s572-1
n551,s573-1
n553,s587-1
n554,s583-1
n552,s574-1
n555,s575-1
n556,s576-1
n557,s577-1
n560,s611-1
n559,s605-1
n558,s588-1
n561,s606-1
n562,s607-1
n563,s590-1
n564,s591-1
n565,s592-1
n567,s608-1
n566,s593-1
n568,s594-1
n569,s595-1
n570,s596-1
n572,s612-1
n573,s609-1
n571,s597-1
n574,s598-1
n575,s599-1
n576,s600-1
n578,s610-1
n577,s601-1
n579,s602-1
n580,s603-1
n581,s604-1
n586,s619-1
n584,s617-1
n585,s616-1
n583,s613-1
n582,s614-1
n588,s618-1
n587,s615-1
n590,s623-1
n589,s624-1
n592,s625-1
n591,s626-1
n595,s627-1
n594,s628-1
n593,s622-1
n596,s647-1
n597,s648-1
n598,s630-1
n599,s631-1
n600,s632-1
n601,s633-1
n602,s634-1
n603,s635-1
n604,s636-1
n605,s637-1
n606,s638-1
n607,s639-1
n608,s640-1
n609,s641-1
n610,s642-1
n611,s643-1
n612,s644-1
n613,s645-1
n614,s646-1
n615,s652-1
n617,s653-1
n616,s649-1
n619,s654-1
n618,s655-1
n622,s656-1
n621,s657-1
n620,s651-1
n624,s676-1
n623,s677-1
n625,s659-1
n626,s660-1
n627,s661-1
n628,s662-1
n629,s663-1
n630,s664-1
n631,s665-1
n632,s666-1
n633,s667-1
n634,s668-1
n635,s669-1
n636,s670-1
n637,s671-1
n638,s672-1
n639,s673-1
n640,s674-1
n641,s675-1
n644,s684-1
n645,s685-1
n643,s678-1
n642,s679-1
