id_m,id_s
n2,s12-1
n1,s1-1
n3,s13-1
n4,s14-1
n5,s15-1
n7,s16-1
n6,s2-1
n8,s17-1
n9,s3-1
n10,s4-1
n12,s6-1
n13,s18-1
n15,s19-1
n14,s7-1
n17,s20-1
n16,s8-1
n18,s21-1
n19,s22-1
n21,s23-1
n20,s9-1
n23,s24-1
n22,s10-1
n24,s25-1
n25,s26-1
n26,s27-1
n28,s44-1
n27,s28-1
n29,s45-1
n30,s29-1
n31,s30-1
n33,s32-1
n34,s46-1
n36,s47-1
n35,s33-1
n38,s48-1
n37,s34-1
n39,s49-1
n40,s35-1
n41,s36-1
n43,s38-1
n44,s50-1
n46,s51-1
n45,s39-1
n48,s52-1
n47,s40-1
n49,s53-1
n50,s54-1
n52,s55-1
n51,s41-1
n54,s56-1
n53,s42-1
n55,s57-1
n56,s58-1
n57,s59-1
n59,s75-1
n58,s60-1
n60,s76-1
n61,s77-1
n63,s78-1
n62,s61-1
n64,s62-1
n66,s79-1
n65,s63-1
n68,s80-1
n67,s64-1
n70,s81-1
n69,s65-1
n72,s82-1
n71,s66-1
n74,s83-1
n73,s67-1
n76,s84-1
n75,s68-1
n77,s85-1
n78,s86-1
n79,s69-1
n80,s70-1
n82,s87-1
n81,s71-1
n84,s88-1
n83,s72-1
n86,s89-1
n85,s73-1
n88,s90-1
n87,s74-1
n90,s104-1
n89,s91-1
n92,s105-1
n91,s92-1
n93,s106-1
n95,s107-1
n94,s93-1
n97,s108-1
n96,s94-1
n98,s109-1
n99,s95-1
n100,s110-1
n102,s111-1
n101,s96-1
n104,s112-1
n103,s97-1
n105,s113-1
n106,s114-1
n108,s115-1
n107,s98-1
n109,s99-1
n113,s116-1
n112,s117-1
n111,s118-1
n110,s100-1
n114,s101-1
n115,s102-1
n116,s103-1
n117,s136-1
n118,s120-1
n119,s137-1
n120,s121-1
n121,s122-1
n123,s124-1
n124,s138-1
n126,s139-1
n125,s125-1
n128,s140-1
n127,s126-1
n129,s141-1
n130,s127-1
n131,s128-1
n133,s130-1
n134,s142-1
n136,s143-1
n135,s131-1
n138,s144-1
n137,s132-1
n139,s145-1
n140,s146-1
n142,s147-1
n141,s133-1
n144,s148-1
n143,s134-1
n145,s149-1
n146,s150-1
n147,s151-1
n149,s168-1
n148,s152-1
n150,s169-1
n151,s153-1
n152,s154-1
n154,s156-1
n155,s170-1
n157,s171-1
n156,s157-1
n159,s172-1
n158,s158-1
n160,s173-1
n161,s159-1
n162,s160-1
n164,s162-1
n165,s174-1
n167,s175-1
n166,s163-1
n169,s176-1
n168,s164-1
n170,s177-1
n171,s178-1
n173,s179-1
n172,s165-1
n175,s180-1
n174,s166-1
n176,s181-1
n177,s182-1
n178,s183-1
n180,s198-1
n179,s184-1
n181,s185-1
n182,s199-1
n183,s200-1
n184,s201-1
n185,s202-1
n187,s203-1
n190,s204-1
n193,s205-1
n196,s206-1
n195,s193-1
n197,s207-1
n198,s208-1
n199,s194-1
n200,s209-1
n201,s210-1
n203,s211-1
n202,s196-1
n204,s212-1
n206,s213-1
n205,s197-1
n207,s226-1
n208,s214-1
n209,s227-1
n210,s215-1
n211,s216-1
n213,s218-1
n214,s228-1
n215,s229-1
n216,s219-1
n218,s230-1
n217,s220-1
n219,s231-1
n222,s232-1
n221,s225-1
n220,s221-1
n224,s233-1
n223,s222-1
n227,s243-1
n226,s234-1
n225,s223-1
n228,s235-1
n229,s236-1
n230,s237-1
n232,s244-1
n231,s238-1
n233,s239-1
n235,s245-1
n234,s240-1
n236,s241-1
n239,s270-1
n238,s254-1
n237,s246-1
n240,s255-1
n241,s256-1
n242,s257-1
n244,s271-1
n245,s258-1
n243,s248-1
n246,s259-1
n249,s272-1
n248,s260-1
n247,s249-1
n250,s261-1
n253,s273-1
n252,s262-1
n251,s250-1
n254,s263-1
n255,s251-1
n257,s264-1
n256,s252-1
n258,s265-1
n260,s274-1
n259,s266-1
n261,s267-1
n263,s275-1
n262,s268-1
n264,s269-1
n266,s300-1
n267,s291-1
n265,s276-1
n268,s292-1
n269,s293-1
n270,s294-1
n272,s301-1
n273,s295-1
n271,s278-1
n274,s296-1
n276,s302-1
n277,s297-1
n275,s279-1
n278,s298-1
n280,s303-1
n281,s299-1
n279,s280-1
n282,s281-1
n283,s282-1
n285,s283-1
n284,s284-1
n287,s285-1
n286,s286-1
n288,s287-1
n289,s288-1
n291,s289-1
n290,s290-1
n293,s304-1
n292,s305-1
n295,s306-1
n294,s307-1
n297,s308-1
n296,s309-1
n299,s310-1
n298,s311-1
n300,s312-1
n301,s313-1
n303,s314-1
n302,s315-1
n304,s316-1
n305,s317-1
n307,s318-1
n306,s319-1
n314,s329-1
n310,s330-1
n313,s331-1
n312,s332-1
n309,s320-1
n311,s321-1
n308,s322-1
n319,s336-1
n316,s333-1
n318,s324-1
n315,s325-1
n321,s326-1
n325,s334-1
n324,s327-1
n326,s328-1
n329,s364-1
n328,s352-1
n327,s337-1
n330,s338-1
n331,s339-1
n333,s365-1
n334,s353-1
n332,s340-1
n335,s341-1
n336,s342-1
n339,s366-1
n338,s354-1
n337,s343-1
n341,s355-1
n342,s349-1
n340,s344-1
n346,s367-1
n345,s350-1
n343,s345-1
n344,s356-1
n347,s357-1
n348,s346-1
n349,s358-1
n350,s351-1
n351,s347-1
n352,s359-1
n354,s368-1
n353,s360-1
n355,s361-1
n357,s369-1
n356,s362-1
n358,s363-1
n361,s394-1
n360,s378-1
n359,s370-1
n362,s379-1
n363,s380-1
n364,s381-1
n366,s395-1
n367,s382-1
n365,s372-1
n368,s383-1
n370,s396-1
n371,s384-1
n369,s373-1
n372,s385-1
n375,s397-1
n374,s386-1
n373,s374-1
n376,s387-1
n377,s375-1
n379,s388-1
n378,s376-1
n380,s389-1
n382,s398-1
n381,s390-1
n383,s391-1
n384,s399-1
n385,s392-1
n386,s393-1
n389,s424-1
n388,s415-1
n387,s400-1
n390,s416-1
n391,s417-1
n392,s418-1
n395,s425-1
n394,s419-1
n393,s402-1
n396,s420-1
n399,s426-1
n398,s421-1
n397,s403-1
n400,s422-1
n402,s427-1
n403,s423-1
n401,s404-1
n404,s405-1
n405,s406-1
n407,s407-1
n406,s408-1
n409,s409-1
n408,s410-1
n411,s411-1
n410,s412-1
n413,s413-1
n412,s414-1
n415,s428-1
n414,s429-1
n417,s430-1
n416,s431-1
n419,s432-1
n418,s433-1
n421,s434-1
n420,s435-1
n423,s436-1
n422,s437-1
n425,s438-1
n424,s439-1
n427,s440-1
n426,s441-1
n429,s442-1
n428,s443-1
n435,s453-1
n433,s454-1
n434,s455-1
n436,s456-1
n432,s444-1
n431,s445-1
n430,s446-1
n440,s460-1
n441,s457-1
n439,s448-1
n437,s449-1
n443,s450-1
n447,s458-1
n446,s451-1
n448,s452-1
n451,s493-1
n450,s483-1
n449,s461-1
n452,s462-1
n453,s463-1
n456,s494-1
n455,s484-1
n454,s464-1
n457,s465-1
n458,s466-1
n461,s495-1
n460,s485-1
n459,s467-1
n462,s486-1
n463,s468-1
n464,s469-1
n465,s470-1
n466,s487-1
n467,s488-1
n468,s472-1
n470,s489-1
n471,s473-1
n475,s474-1
n476,s475-1
n477,s476-1
n478,s477-1
n479,s490-1
n480,s491-1
n481,s479-1
n483,s492-1
n484,s480-1
n489,s481-1
n490,s482-1
n491,s496-1
n492,s518-1
n494,s497-1
n496,s519-1
n495,s498-1
n498,s531-1
n499,s500-1
n501,s528-1
n500,s501-1
n502,s502-1
n505,s529-1
n503,s522-1
undefined,s523-1
n504,s503-1
n506,s504-1
n507,s505-1
n508,s506-1
n509,s507-1
n510,s508-1
n511,s509-1
n514,s524-1
n513,s525-1
n515,s526-1
n512,s510-1
n517,s511-1
n518,s512-1
n519,s513-1
n520,s514-1
n521,s515-1
n522,s516-1
n523,s517-1
n525,s545-1
n524,s532-1
n526,s546-1
n528,s547-1
n527,s533-1
n529,s548-1
n530,s549-1
n531,s535-1
n532,s550-1
n533,s536-1
n535,s551-1
n534,s537-1
n536,s538-1
n538,s552-1
n537,s539-1
n539,s541-1
n541,s553-1
n542,s542-1
n544,s554-1
n549,s555-1
n555,s556-1
n561,s557-1
n568,s558-1
n574,s559-1
n580,s560-1
undefined,s578-1
n585,s590-1
undefined,s606-1
n582,s543-1
n584,s561-1
n583,s544-1
n586,s579-1
n587,s580-1
n588,s563-1
n590,s581-1
n589,s564-1
n598,s582-1
n597,s565-1
n599,s566-1
n601,s583-1
n600,s567-1
n602,s568-1
n604,s584-1
n603,s569-1
n606,s585-1
n605,s570-1
