id_m,id_s
n5,s14-1
n6,s15-1
n1,s1-1
n2,s2-1
n3,s3-1
n4,s4-1
n12,s19-1
n11,s8-1
n14,s20-1
n13,s9-1
n20,s23-1
n19,s12-1
n22,s24-1
n21,s13-1
n24,s30-1
n23,s25-1
n26,s31-1
n25,s26-1
n28,s32-1
n27,s27-1
n30,s34-1
n29,s29-1
n32,s43-1
n31,s35-1
n34,s44-1
n33,s36-1
n36,s45-1
n35,s37-1
n38,s46-1
n37,s38-1
n40,s47-1
n39,s39-1
n41,s48-1
n42,s40-1
n44,s49-1
n43,s41-1
n45,s50-1
n46,s42-1
n48,s60-1
n47,s51-1
n49,s61-1
n50,s62-1
n51,s63-1
n52,s64-1
n54,s65-1
n55,s54-1
n53,s55-1
n57,s66-1
n58,s56-1
n56,s57-1
n60,s67-1
n61,s58-1
n59,s59-1
n64,s81-1
n63,s68-1
n62,s69-1
n67,s82-1
n66,s70-1
n65,s71-1
n70,s83-1
n69,s72-1
n68,s73-1
n71,s84-1
n72,s85-1
n74,s86-1
n75,s75-1
n73,s76-1
n77,s87-1
n78,s77-1
n76,s78-1
n81,s88-1
n80,s79-1
n79,s80-1
n84,s102-1
n83,s89-1
n82,s90-1
n85,s103-1
n87,s91-1
n86,s92-1
n89,s104-1
n88,s93-1
n90,s94-1
n91,s105-1
n92,s106-1
n94,s107-1
n95,s96-1
n93,s97-1
n98,s108-1
n97,s98-1
n96,s99-1
n100,s109-1
n101,s100-1
n99,s101-1
n102,s126-1
n103,s110-1
n104,s111-1
n105,s112-1
n106,s113-1
n107,s114-1
n108,s115-1
n109,s116-1
n110,s117-1
n111,s118-1
n112,s119-1
n113,s120-1
n114,s121-1
n115,s122-1
n116,s123-1
n117,s124-1
n118,s125-1
n119,s145-1
n120,s129-1
n122,s146-1
n121,s130-1
n124,s147-1
n123,s131-1
n126,s148-1
n125,s132-1
n127,s149-1
n128,s133-1
n129,s150-1
n130,s134-1
n131,s151-1
n132,s135-1
n134,s152-1
n133,s136-1
n136,s153-1
n135,s137-1
n138,s154-1
n137,s138-1
n140,s155-1
n139,s139-1
n141,s156-1
n142,s140-1
n144,s157-1
n143,s141-1
n146,s158-1
n145,s142-1
n148,s159-1
n147,s143-1
n150,s160-1
n149,s144-1
n152,s167-1
n151,s161-1
undefined,s164-1
n153,s168-1
n154,s169-1
n155,s170-1
n156,s171-1
n158,s165-1
n157,s162-1
n159,s172-1
n160,s173-1
n162,s166-1
n161,s163-1
n163,s174-1
n166,s184-1
n165,s181-1
n164,s175-1
n167,s185-1
n168,s176-1
n169,s177-1
n170,s186-1
n171,s182-1
n172,s178-1
n173,s187-1
n174,s179-1
n175,s188-1
n177,s183-1
n176,s180-1
n178,s189-1
n179,s190-1
n180,s191-1
n184,s198-1
n183,s199-1
n182,s195-1
n181,s192-1
n185,s200-1
n186,s201-1
n187,s202-1
n188,s203-1
n190,s196-1
n189,s193-1
n191,s204-1
n194,s205-1
n193,s197-1
n192,s194-1
n195,s206-1
n197,s217-1
n198,s215-1
n196,s207-1
n199,s218-1
n201,s208-1
n202,s209-1
n204,s219-1
n205,s210-1
n206,s220-1
n207,s211-1
n208,s221-1
n210,s216-1
n209,s212-1
n211,s222-1
n212,s223-1
n213,s224-1
n214,s214-1
n217,s241-1
n216,s242-1
n215,s225-1
n218,s226-1
n219,s227-1
n220,s228-1
n223,s243-1
n222,s244-1
n221,s229-1
n224,s230-1
n225,s231-1
n226,s232-1
n227,s245-1
n228,s246-1
n229,s233-1
n230,s234-1
n231,s235-1
n232,s236-1
n234,s247-1
n233,s248-1
n235,s237-1
n236,s238-1
n237,s239-1
n238,s240-1
n239,s265-1
n240,s266-1
n241,s249-1
n242,s250-1
n243,s251-1
n244,s252-1
n246,s267-1
n245,s268-1
n247,s253-1
n248,s254-1
n249,s255-1
n250,s256-1
n252,s269-1
n251,s270-1
n253,s257-1
n254,s258-1
n255,s259-1
n256,s260-1
n258,s271-1
n259,s272-1
n257,s261-1
n260,s262-1
n261,s263-1
n262,s264-1
n265,s289-1
n264,s290-1
n263,s273-1
n266,s274-1
n267,s275-1
n268,s276-1
n271,s291-1
n270,s292-1
n269,s277-1
n272,s278-1
n273,s279-1
n274,s280-1
n276,s293-1
n275,s294-1
n277,s281-1
n278,s282-1
n279,s283-1
n281,s284-1
n283,s295-1
n284,s296-1
n282,s285-1
n285,s286-1
n286,s287-1
n287,s288-1
n291,s321-1
n290,s322-1
n289,s313-1
n288,s297-1
n292,s298-1
n294,s314-1
n293,s299-1
n295,s300-1
n297,s323-1
n296,s324-1
n299,s315-1
n298,s301-1
n300,s302-1
n301,s316-1
n302,s303-1
n303,s304-1
n304,s325-1
n305,s326-1
n307,s317-1
n306,s305-1
n308,s306-1
n310,s318-1
n309,s307-1
n311,s308-1
n312,s327-1
n313,s328-1
n315,s319-1
n314,s309-1
n316,s310-1
n317,s320-1
n318,s311-1
n319,s312-1
n320,s337-1
n322,s336-1
n321,s329-1
n323,s330-1
n324,s338-1
n325,s339-1
n326,s340-1
n327,s341-1
n328,s342-1
n330,s343-1
n329,s331-1
n331,s344-1
n333,s345-1
n334,s346-1
n335,s347-1
n336,s333-1
n337,s348-1
n338,s349-1
n339,s334-1
n340,s350-1
n341,s351-1
n342,s335-1
n343,s352-1
n344,s365-1
n345,s353-1
n346,s366-1
n347,s367-1
n348,s354-1
n349,s368-1
n350,s369-1
n351,s355-1
n352,s370-1
n353,s371-1
n354,s356-1
n355,s372-1
n357,s373-1
n359,s374-1
n360,s375-1
n361,s359-1
n363,s376-1
n362,s360-1
n365,s377-1
n367,s378-1
n369,s379-1
n368,s363-1
n372,s380-1
n370,s364-1
n375,s390-1
n371,s381-1
n373,s382-1
n374,s383-1
n376,s391-1
n377,s392-1
n378,s393-1
n379,s394-1
n380,s395-1
n382,s396-1
n381,s385-1
n383,s397-1
n385,s398-1
n384,s386-1
n386,s399-1
n387,s400-1
n388,s387-1
n389,s401-1
n390,s402-1
n391,s388-1
n392,s403-1
n393,s404-1
n394,s389-1
n395,s405-1
n397,s418-1
n396,s406-1
n398,s419-1
n399,s420-1
n400,s407-1
n401,s421-1
n402,s422-1
n403,s408-1
n404,s423-1
n406,s424-1
n405,s409-1
n407,s425-1
n408,s426-1
n411,s427-1
n413,s428-1
n412,s412-1
n415,s429-1
n414,s413-1
n417,s430-1
n418,s431-1
n420,s432-1
n421,s416-1
n423,s433-1
n422,s417-1
n425,s443-1
n424,s434-1
n426,s435-1
n427,s436-1
n430,s444-1
n431,s445-1
n429,s446-1
n428,s437-1
n432,s438-1
n433,s439-1
n434,s440-1
n436,s447-1
n437,s448-1
n438,s449-1
n435,s441-1
n439,s451-1
n440,s452-1
n441,s453-1
n442,s454-1
n443,s455-1
n444,s456-1
n445,s457-1
n447,s467-1
n448,s468-1
n449,s459-1
n453,s469-1
n452,s470-1
n454,s460-1
n455,s471-1
n456,s472-1
n457,s461-1
n459,s473-1
n458,s474-1
n460,s475-1
n461,s476-1
n465,s477-1
n463,s478-1
n462,s463-1
n467,s464-1
n468,s479-1
n469,s480-1
n470,s465-1
n473,s481-1
n472,s482-1
n471,s466-1
n476,s489-1
n475,s490-1
n474,s483-1
n477,s491-1
n478,s492-1
n479,s484-1
n480,s493-1
n481,s494-1
n483,s495-1
n484,s496-1
n482,s485-1
n486,s497-1
n487,s498-1
n485,s486-1
n490,s499-1
n489,s500-1
n488,s487-1
n492,s501-1
n491,s502-1
n494,s503-1
n495,s504-1
n493,s488-1
n497,s521-1
n498,s522-1
n496,s505-1
n499,s506-1
n501,s523-1
n500,s524-1
n502,s507-1
n503,s508-1
n505,s525-1
n504,s526-1
n506,s509-1
n507,s510-1
n508,s527-1
n509,s528-1
n510,s511-1
n511,s512-1
n512,s529-1
n513,s530-1
n514,s513-1
n515,s514-1
n516,s515-1
n517,s516-1
n518,s517-1
n519,s518-1
n520,s519-1
n521,s520-1
n522,s532-1
n523,s533-1
n524,s534-1
n525,s535-1
n526,s536-1
n527,s537-1
n528,s538-1
n529,s539-1
n530,s540-1
n531,s541-1
n532,s542-1
n533,s543-1
n534,s555-1
n536,s556-1
n535,s545-1
n539,s557-1
n538,s558-1
n537,s546-1
n540,s547-1
n542,s559-1
n543,s560-1
n541,s548-1
n544,s561-1
n545,s562-1
n546,s563-1
n547,s564-1
n548,s550-1
n550,s565-1
n549,s566-1
n551,s551-1
n552,s552-1
n553,s567-1
n555,s568-1
n554,s553-1
n557,s569-1
n556,s570-1
n558,s554-1
n559,s576-1
n560,s577-1
n561,s578-1
n563,s579-1
n562,s572-1
n565,s580-1
n564,s581-1
n568,s582-1
n567,s583-1
n566,s573-1
n569,s584-1
n570,s585-1
n571,s586-1
n572,s587-1
n573,s574-1
n575,s588-1
n574,s589-1
n577,s590-1
n576,s591-1
n578,s575-1
n579,s603-1
n580,s604-1
n581,s605-1
n583,s606-1
n582,s593-1
n585,s607-1
n584,s608-1
n586,s609-1
n587,s610-1
n588,s594-1
n589,s611-1
n590,s612-1
n591,s596-1
n592,s597-1
n593,s598-1
n596,s601-1
n597,s602-1
n599,s630-1
n598,s631-1
n600,s614-1
n601,s615-1
n603,s632-1
n602,s633-1
n604,s616-1
n605,s617-1
n607,s634-1
n606,s635-1
n608,s618-1
n609,s619-1
n611,s636-1
n610,s637-1
n612,s620-1
n613,s621-1
n616,s638-1
n615,s639-1
n614,s622-1
n617,s623-1
n618,s624-1
n619,s625-1
n622,s628-1
n623,s629-1
n626,s657-1
n625,s658-1
n624,s641-1
n627,s642-1
n629,s659-1
n628,s660-1
n630,s643-1
n631,s644-1
n634,s661-1
n633,s662-1
n635,s645-1
n636,s646-1
n638,s663-1
n637,s664-1
n639,s647-1
n640,s648-1
n643,s665-1
n641,s666-1
n642,s649-1
n644,s650-1
n645,s651-1
n646,s652-1
n649,s655-1
n650,s656-1
n653,s684-1
n651,s685-1
n652,s668-1
n654,s669-1
n655,s686-1
