id_m,id_s
n1,s1-1
n2,s3-1
n3,s4-1
n4,s5-1
n5,s6-1
n6,s7-1
n7,s8-1
n8,s9-1
n9,s10-1
n10,s12-1
n11,s13-1
n12,s14-1
n13,s16-1
n14,s17-1
n15,s18-1
n16,s19-1
n17,s20-1
n18,s21-1
n19,s22-1
n20,s23-1
n23,s34-1
n22,s26-1
n21,s25-1
n24,s27-1
n25,s28-1
n26,s29-1
n27,s30-1
n28,s31-1
n29,s32-1
n30,s33-1
n33,s51-1
n32,s43-1
n31,s35-1
n35,s44-1
n34,s36-1
n37,s45-1
n36,s37-1
n39,s46-1
n38,s38-1
n41,s47-1
n40,s39-1
n43,s48-1
n42,s40-1
n45,s49-1
n44,s41-1
n47,s50-1
n46,s42-1
n49,s60-1
n48,s52-1
n52,s61-1
n51,s53-1
n54,s62-1
n53,s54-1
n56,s63-1
n55,s55-1
n58,s64-1
n57,s56-1
n60,s65-1
n59,s57-1
n61,s66-1
n62,s58-1
n64,s67-1
n63,s59-1
n68,s84-1
n67,s76-1
n65,s75-1
n66,s69-1
n69,s77-1
n71,s78-1
n72,s71-1
n70,s70-1
n73,s79-1
n74,s72-1
n76,s80-1
n75,s73-1
n77,s81-1
n79,s82-1
n78,s74-1
n80,s83-1
n83,s89-1
n82,s87-1
n81,s85-1
n84,s88-1
n85,s91-1
n86,s92-1
n87,s93-1
n88,s94-1
n89,s95-1
n90,s96-1
n91,s97-1
n92,s98-1
n93,s100-1
n94,s101-1
n95,s102-1
n96,s104-1
n97,s105-1
n98,s106-1
n99,s107-1
n100,s108-1
n101,s109-1
n102,s110-1
n103,s111-1
n104,s120-1
n105,s112-1
n106,s113-1
n107,s114-1
n108,s115-1
n109,s116-1
n110,s117-1
n111,s118-1
n112,s119-1
n113,s129-1
n114,s121-1
n116,s130-1
n115,s122-1
n117,s131-1
n118,s123-1
n120,s132-1
n119,s124-1
n121,s133-1
n122,s125-1
n124,s134-1
n123,s126-1
n125,s135-1
n126,s127-1
n127,s136-1
n128,s128-1
n129,s145-1
n130,s137-1
n131,s146-1
n132,s138-1
n133,s147-1
n134,s139-1
n135,s148-1
n136,s140-1
n138,s149-1
n137,s141-1
n139,s150-1
n140,s142-1
n141,s151-1
n142,s143-1
n143,s152-1
n144,s144-1
n145,s161-1
n146,s153-1
n147,s162-1
n148,s154-1
n149,s163-1
n150,s155-1
n152,s164-1
n151,s156-1
n154,s165-1
n153,s157-1
n156,s166-1
n155,s158-1
n158,s167-1
n157,s159-1
n160,s168-1
n159,s160-1
n162,s177-1
n161,s169-1
n163,s170-1
n166,s179-1
n165,s180-1
n164,s171-1
n167,s181-1
n169,s182-1
n168,s172-1
n172,s183-1
n170,s184-1
n171,s173-1
n173,s174-1
n175,s186-1
n176,s187-1
n174,s175-1
n177,s188-1
n178,s189-1
n179,s176-1
n182,s198-1
n181,s199-1
n180,s190-1
n183,s191-1
n185,s201-1
n186,s202-1
n184,s192-1
n187,s203-1
n189,s204-1
n188,s193-1
n192,s205-1
n190,s206-1
n191,s194-1
n193,s195-1
n195,s208-1
n196,s209-1
n194,s196-1
n198,s210-1
n199,s211-1
n197,s197-1
n202,s215-1
n201,s216-1
n200,s212-1
n203,s213-1
n205,s227-1
n204,s228-1
n206,s221-1
n207,s222-1
n208,s223-1
n209,s224-1
n210,s225-1
n211,s226-1
n213,s237-1
n214,s238-1
n212,s229-1
n215,s230-1
n216,s231-1
n217,s232-1
n220,s239-1
n219,s240-1
n218,s233-1
n221,s234-1
n222,s235-1
n223,s236-1
n224,s241-1
undefined,s244-1
undefined,s245-1
n226,s249-1
n225,s247-1
n232,s242-1
n233,s243-1
n235,s258-1
n236,s259-1
n237,s260-1
n234,s250-1
n238,s251-1
n239,s252-1
n240,s253-1
n241,s254-1
n242,s255-1
n243,s256-1
n244,s257-1
n246,s269-1
n245,s261-1
n247,s270-1
n248,s262-1
n249,s271-1
n250,s263-1
n251,s272-1
n252,s264-1
n253,s273-1
n254,s265-1
n255,s274-1
n256,s266-1
n257,s275-1
n258,s267-1
n259,s276-1
n260,s268-1
n261,s283-1
n262,s277-1
n263,s284-1
n264,s285-1
n265,s278-1
n266,s279-1
n267,s286-1
n268,s287-1
n269,s288-1
n270,s289-1
n272,s281-1
n271,s282-1
n273,s290-1
n274,s297-1
n275,s298-1
n276,s299-1
n278,s292-1
n277,s293-1
n279,s300-1
n280,s301-1
n281,s302-1
n283,s303-1
n282,s295-1
n284,s296-1
n285,s304-1
n288,s310-1
n287,s305-1
n286,s306-1
n290,s311-1
n289,s307-1
n292,s313-1
n291,s314-1
n293,s316-1
n294,s317-1
n295,s318-1
n296,s319-1
n297,s320-1
n298,s321-1
n301,s331-1
n300,s329-1
n299,s322-1
n303,s330-1
n302,s323-1
n304,s324-1
n305,s325-1
n306,s326-1
n308,s332-1
n307,s327-1
n309,s333-1
n310,s328-1
n313,s339-1
n312,s337-1
n311,s334-1
n314,s340-1
n316,s341-1
n315,s338-1
n317,s342-1
n318,s343-1
n319,s344-1
n320,s345-1
n321,s335-1
