id_m,id_s
n1,s1-1
n2,s2-1
n4,s9-1
n3,s4-1
n5,s10-1
n6,s11-1
n7,s12-1
n9,s13-1
n8,s5-1
n11,s14-1
n10,s6-1
n13,s15-1
n12,s7-1
n15,s16-1
n14,s8-1
n17,s25-1
n16,s17-1
n19,s26-1
n18,s18-1
n20,s27-1
n21,s19-1
n23,s28-1
n22,s20-1
n25,s29-1
n24,s21-1
n26,s30-1
n27,s22-1
n29,s31-1
n28,s23-1
n31,s32-1
n30,s24-1
n33,s41-1
n32,s33-1
n35,s42-1
n34,s34-1
n37,s43-1
n36,s35-1
n39,s44-1
n38,s36-1
n41,s45-1
n40,s37-1
n42,s46-1
n43,s38-1
n45,s47-1
n44,s39-1
n46,s48-1
n47,s40-1
n50,s55-1
n49,s53-1
n48,s49-1
n52,s54-1
n51,s50-1
n53,s51-1
n54,s52-1
n56,s61-1
n55,s56-1
n57,s62-1
n58,s63-1
n59,s64-1
n61,s65-1
n60,s57-1
n63,s66-1
n62,s58-1
n65,s67-1
n64,s59-1
n67,s68-1
n66,s60-1
n69,s77-1
n68,s69-1
n70,s78-1
n71,s70-1
n73,s79-1
n72,s71-1
n74,s80-1
n75,s72-1
n77,s81-1
n76,s73-1
n79,s82-1
n78,s74-1
n81,s83-1
n80,s75-1
n83,s84-1
n82,s76-1
n86,s94-1
n84,s95-1
n85,s85-1
n87,s86-1
n90,s96-1
n89,s97-1
n88,s87-1
n91,s88-1
n94,s98-1
n93,s99-1
n92,s89-1
n95,s90-1
n97,s100-1
n98,s101-1
n96,s91-1
n100,s92-1
n99,s93-1
n104,s106-1
n105,s107-1
n103,s108-1
n102,s102-1
n101,s103-1
n107,s104-1
n106,s105-1
n108,s1-2
n109,s2-2
n111,s9-2
n110,s4-2
n112,s10-2
n113,s11-2
n114,s12-2
n116,s13-2
n115,s5-2
n118,s14-2
n117,s6-2
n120,s15-2
n119,s7-2
n122,s16-2
n121,s8-2
n124,s25-2
n123,s17-2
n126,s26-2
n125,s18-2
n127,s27-2
n128,s19-2
n130,s28-2
n129,s20-2
n132,s29-2
n131,s21-2
n133,s30-2
n134,s22-2
n136,s31-2
n135,s23-2
n138,s32-2
n137,s24-2
n140,s41-2
n139,s33-2
n142,s42-2
n141,s34-2
n144,s43-2
n143,s35-2
n146,s44-2
n145,s36-2
n148,s45-2
n147,s37-2
n149,s46-2
n150,s38-2
n152,s47-2
n151,s39-2
n153,s48-2
n154,s40-2
n157,s55-2
n156,s53-2
n155,s49-2
n159,s54-2
n158,s50-2
n160,s51-2
n161,s52-2
n163,s61-2
n162,s56-2
n164,s62-2
n165,s63-2
n166,s64-2
n168,s65-2
n167,s57-2
n170,s66-2
n169,s58-2
n172,s67-2
n171,s59-2
n174,s68-2
n173,s60-2
n176,s77-2
n175,s69-2
n177,s78-2
n178,s70-2
n180,s79-2
n179,s71-2
n181,s80-2
n182,s72-2
n184,s81-2
n183,s73-2
n186,s82-2
n185,s74-2
n188,s83-2
n187,s75-2
n190,s84-2
n189,s76-2
n193,s94-2
n191,s95-2
n192,s85-2
n194,s86-2
n197,s96-2
n196,s97-2
n195,s87-2
n198,s88-2
n201,s98-2
n200,s99-2
n199,s89-2
n202,s90-2
n204,s100-2
n205,s101-2
n203,s91-2
n207,s92-2
n206,s93-2
n211,s106-2
n212,s107-2
n210,s108-2
n209,s102-2
n208,s103-2
n214,s104-2
n213,s105-2
n215,s109-1
n216,s110-1
n217,s111-1
n218,s112-1
n221,s122-1
n220,s123-1
n219,s114-1
n222,s115-1
n224,s124-1
n223,s125-1
n225,s116-1
n226,s117-1
n228,s126-1
n229,s127-1
n227,s118-1
n230,s119-1
n233,s128-1
n232,s129-1
n231,s120-1
n234,s121-1
n236,s138-1
n235,s130-1
n238,s139-1
n237,s131-1
n240,s140-1
n239,s132-1
n242,s141-1
n241,s133-1
n243,s142-1
n244,s134-1
n245,s143-1
n246,s135-1
n248,s144-1
n247,s136-1
n250,s145-1
n249,s137-1
n254,s156-1
n253,s153-1
n252,s146-1
n251,s147-1
n258,s157-1
n256,s148-1
n257,s149-1
n260,s158-1
n259,s150-1
n263,s159-1
n262,s151-1
n261,s152-1
n267,s166-1
n266,s164-1
n264,s160-1
n269,s165-1
n268,s161-1
n270,s169-1
n271,s170-1
n273,s177-1
n272,s172-1
n274,s178-1
n275,s179-1
n276,s180-1
n278,s181-1
n277,s173-1
n280,s182-1
n279,s174-1
n281,s183-1
n282,s175-1
n284,s184-1
n283,s176-1
n286,s193-1
n285,s185-1
n287,s194-1
n288,s186-1
n290,s195-1
n289,s187-1
n292,s196-1
n291,s188-1
n294,s197-1
n293,s189-1
n295,s198-1
n296,s190-1
n297,s199-1
n298,s191-1
n300,s200-1
n299,s192-1
n303,s210-1
n301,s211-1
n302,s201-1
n304,s202-1
n307,s212-1
n306,s213-1
n305,s203-1
n308,s204-1
n311,s214-1
n310,s215-1
n309,s205-1
n312,s206-1
n315,s216-1
n314,s217-1
n313,s207-1
n317,s208-1
n316,s209-1
n322,s222-1
n321,s223-1
n319,s224-1
n320,s218-1
n318,s219-1
n323,s220-1
n324,s221-1
n325,s109-2
n326,s110-2
n327,s111-2
n328,s112-2
n331,s122-2
n330,s123-2
n329,s114-2
n332,s115-2
n334,s124-2
n333,s125-2
n335,s116-2
n336,s117-2
n338,s126-2
n339,s127-2
n337,s118-2
n340,s119-2
n343,s128-2
n342,s129-2
n341,s120-2
n344,s121-2
n346,s138-2
n345,s130-2
n348,s139-2
n347,s131-2
n350,s140-2
n349,s132-2
n352,s141-2
n351,s133-2
n353,s142-2
n354,s134-2
n355,s143-2
n356,s135-2
n358,s144-2
n357,s136-2
n360,s145-2
n359,s137-2
n364,s156-2
n363,s153-2
n362,s146-2
n361,s147-2
n368,s157-2
n366,s148-2
n367,s149-2
n370,s158-2
n369,s150-2
n373,s159-2
n372,s151-2
n371,s152-2
n377,s166-2
n376,s164-2
n374,s160-2
n379,s165-2
n378,s161-2
n380,s169-2
n381,s170-2
n383,s177-2
n382,s172-2
n384,s178-2
n385,s179-2
n386,s180-2
n388,s181-2
n387,s173-2
n390,s182-2
n389,s174-2
n391,s183-2
n392,s175-2
n394,s184-2
n393,s176-2
n396,s193-2
n395,s185-2
n397,s194-2
n398,s186-2
n400,s195-2
n399,s187-2
n402,s196-2
n401,s188-2
n404,s197-2
n403,s189-2
n405,s198-2
n406,s190-2
n407,s199-2
n408,s191-2
n410,s200-2
n409,s192-2
n413,s210-2
n411,s211-2
n412,s201-2
n414,s202-2
n417,s212-2
n416,s213-2
n415,s203-2
n418,s204-2
n421,s214-2
n420,s215-2
n419,s205-2
n422,s206-2
n425,s216-2
n424,s217-2
n423,s207-2
n427,s208-2
n426,s209-2
n432,s222-2
n431,s223-2
n429,s224-2
n430,s218-2
n428,s219-2
n433,s220-2
n434,s221-2
n435,s225-1
n436,s226-1
n437,s227-1
n438,s228-1
n439,s229-1
n440,s230-1
n443,s244-1
n442,s245-1
n441,s232-1
n444,s233-1
n445,s234-1
n446,s235-1
n447,s236-1
n448,s237-1
n451,s247-1
n450,s248-1
n449,s238-1
n452,s239-1
n453,s240-1
n454,s241-1
n455,s242-1
n456,s243-1
n458,s262-1
n457,s263-1
n459,s250-1
n460,s251-1
n461,s252-1
n462,s253-1
n463,s254-1
n464,s255-1
n466,s265-1
n465,s256-1
n467,s257-1
n468,s258-1
n469,s259-1
n470,s260-1
n471,s261-1
n474,s279-1
n473,s280-1
n472,s267-1
n475,s268-1
n476,s269-1
n477,s270-1
n478,s271-1
n479,s272-1
n482,s281-1
n480,s282-1
n481,s273-1
n483,s274-1
n484,s275-1
n485,s276-1
n486,s277-1
n487,s278-1
n489,s293-1
n490,s291-1
n488,s283-1
n492,s292-1
n491,s284-1
n493,s285-1
n494,s286-1
n495,s287-1
n496,s288-1
n497,s289-1
n498,s290-1
n499,s294-1
n500,s295-1
n501,s296-1
n504,s307-1
n503,s308-1
n502,s297-1
n505,s298-1
n506,s299-1
n507,s300-1
n508,s301-1
n509,s302-1
n512,s310-1
n511,s311-1
n510,s303-1
n513,s304-1
n514,s305-1
n515,s312-1
n516,s313-1
n517,s314-1
n520,s325-1
n519,s326-1
n518,s315-1
n521,s316-1
n522,s317-1
n523,s318-1
n524,s319-1
n525,s320-1
n527,s328-1
n528,s329-1
n526,s321-1
n529,s322-1
n530,s323-1
n531,s342-1
n532,s330-1
n533,s331-1
n534,s332-1
n537,s343-1
n536,s344-1
n535,s333-1
n538,s334-1
n539,s335-1
n540,s345-1
n541,s346-1
n542,s336-1
n543,s337-1
n544,s338-1
n548,s347-1
n547,s348-1
n546,s349-1
n545,s339-1
n549,s340-1
n550,s341-1
n553,s354-1
n552,s352-1
n551,s350-1
n554,s353-1
n555,s351-1
n556,s225-2
n557,s226-2
n558,s227-2
n559,s228-2
n560,s229-2
n561,s230-2
n564,s244-2
n563,s245-2
n562,s232-2
n565,s233-2
n566,s234-2
n567,s235-2
n568,s236-2
n569,s237-2
n572,s247-2
n571,s248-2
n570,s238-2
n573,s239-2
n574,s240-2
n575,s241-2
n576,s242-2
n577,s243-2
n579,s262-2
n578,s263-2
n580,s250-2
n581,s251-2
n582,s252-2
n583,s253-2
n584,s254-2
n585,s255-2
n587,s265-2
n586,s256-2
n588,s257-2
n589,s258-2
n590,s259-2
n591,s260-2
n592,s261-2
n595,s279-2
n594,s280-2
n593,s267-2
n596,s268-2
n597,s269-2
n598,s270-2
n599,s271-2
n600,s272-2
n603,s281-2
n601,s282-2
n602,s273-2
n604,s274-2
n605,s275-2
n606,s276-2
n607,s277-2
n608,s278-2
n610,s293-2
n611,s291-2
n609,s283-2
n613,s292-2
n612,s284-2
n614,s285-2
n615,s286-2
n616,s287-2
n617,s288-2
n618,s289-2
n619,s290-2
n620,s294-2
n621,s295-2
n622,s296-2
n625,s307-2
n624,s308-2
n623,s297-2
n626,s298-2
n627,s299-2
n628,s300-2
n629,s301-2
n630,s302-2
n633,s310-2
n632,s311-2
n631,s303-2
n634,s304-2
n635,s305-2
n636,s312-2
n637,s313-2
n638,s314-2
n641,s325-2
n640,s326-2
n639,s315-2
n642,s316-2
n643,s317-2
n644,s318-2
n645,s319-2
n646,s320-2
n648,s328-2
n649,s329-2
n647,s321-2
n650,s322-2
n651,s323-2
n652,s342-2
n653,s330-2
n654,s331-2
n655,s332-2
n658,s343-2
n657,s344-2
n656,s333-2
n659,s334-2
n660,s335-2
n661,s345-2
n662,s346-2
n663,s336-2
n664,s337-2
n665,s338-2
n669,s347-2
n668,s348-2
n667,s349-2
n666,s339-2
n670,s340-2
n671,s341-2
n674,s354-2
n673,s352-2
n672,s350-2
n675,s353-2
n676,s351-2
n678,s355-1
n679,s356-1
n680,s357-1
n681,s358-1
n682,s359-1
n683,s360-1
n686,s376-1
n684,s374-1
n685,s362-1
n687,s363-1
n688,s364-1
n690,s377-1
n689,s365-1
n691,s366-1
n692,s367-1
n695,s378-1
n693,s375-1
n694,s368-1
n696,s369-1
n697,s370-1
n698,s379-1
n699,s371-1
n700,s372-1
n701,s373-1
n702,s392-1
n703,s380-1
n704,s381-1
n705,s393-1
n706,s382-1
n707,s394-1
n708,s383-1
n709,s384-1
n710,s395-1
n711,s385-1
n712,s396-1
n713,s386-1
n714,s387-1
n715,s397-1
n716,s388-1
n717,s398-1
n718,s389-1
n719,s390-1
n720,s399-1
n721,s391-1
n723,s414-1
n724,s400-1
n725,s401-1
n726,s402-1
n727,s415-1
n728,s403-1
n729,s404-1
n730,s405-1
n732,s416-1
n731,s406-1
n733,s407-1
n734,s408-1
n736,s417-1
n737,s413-1
n735,s409-1
n738,s410-1
n739,s411-1
n742,s428-1
n743,s427-1
n741,s426-1
n740,s418-1
n745,s429-1
n744,s419-1
n746,s420-1
n747,s421-1
n748,s422-1
n749,s423-1
n750,s424-1
n751,s425-1
n752,s432-1
n753,s435-1
n754,s436-1
n755,s437-1
n756,s438-1
n757,s439-1
n758,s440-1
n759,s460-1
n760,s442-1
n761,s443-1
n762,s444-1
n765,s455-1
n764,s456-1
n763,s445-1
n766,s446-1
n767,s447-1
n769,s461-1
n768,s448-1
n770,s449-1
n771,s450-1
n772,s458-1
n774,s459-1
n773,s451-1
n775,s452-1
n776,s453-1
n777,s478-1
n778,s462-1
n779,s463-1
n780,s464-1
n781,s474-1
n783,s475-1
n782,s465-1
n784,s466-1
n785,s467-1
n786,s479-1
n787,s468-1
n788,s469-1
n789,s470-1
n791,s476-1
n792,s477-1
n790,s471-1
n793,s472-1
n794,s473-1
n796,s492-1
n795,s480-1
n797,s481-1
n798,s482-1
n801,s493-1
n800,s494-1
n799,s483-1
n802,s484-1
n803,s485-1
n805,s495-1
n806,s496-1
n804,s486-1
n808,s487-1
n809,s488-1
n811,s497-1
n810,s498-1
n812,s489-1
n813,s490-1
n814,s491-1
n816,s506-1
n817,s504-1
n818,s500-1
n815,s501-1
n820,s505-1
n821,s502-1
n819,s503-1
n822,s355-2
n823,s356-2
n824,s357-2
n825,s358-2
n826,s359-2
n827,s360-2
n830,s376-2
n828,s374-2
n829,s362-2
n831,s363-2
n832,s364-2
n834,s377-2
n833,s365-2
n835,s366-2
n836,s367-2
n839,s378-2
n837,s375-2
n838,s368-2
n840,s369-2
n841,s370-2
n842,s379-2
n843,s371-2
n844,s372-2
n845,s373-2
n846,s392-2
n847,s380-2
n848,s381-2
n849,s393-2
n850,s382-2
n851,s394-2
n852,s383-2
n853,s384-2
n854,s395-2
n855,s385-2
n856,s396-2
n857,s386-2
n858,s387-2
n859,s397-2
n860,s388-2
n861,s398-2
