id_m,id_s
n1,s1-1
n2,s2-1
n3,s5-1
n4,s6-1
n7,s10-1
n6,s11-1
n5,s7-1
n9,s12-1
n10,s13-1
n8,s8-1
n13,s19-1
n11,s20-1
n12,s15-1
n14,s17-1
n15,s18-1
n16,s25-1
n17,s26-1
n18,s33-1
n19,s30-1
n20,s27-1
n23,s34-1
n22,s31-1
n21,s28-1
n25,s43-1
n26,s39-1
n24,s35-1
n28,s41-1
n27,s37-1
n30,s42-1
n29,s38-1
n31,s58-1
n33,s52-1
n32,s46-1
n34,s53-1
n35,s47-1
n37,s54-1
n36,s48-1
n39,s55-1
n38,s49-1
n41,s56-1
n40,s50-1
n43,s57-1
n42,s51-1
n45,s65-1
n44,s59-1
n46,s66-1
n47,s60-1
n49,s67-1
n48,s61-1
n51,s68-1
n50,s62-1
n53,s69-1
n52,s63-1
n55,s70-1
n54,s64-1
n56,s78-1
n57,s72-1
n58,s73-1
n59,s74-1
n60,s75-1
n61,s76-1
n62,s77-1
n63,s84-1
n64,s85-1
n65,s86-1
n66,s87-1
n67,s88-1
n68,s89-1
n69,s91-1
n70,s92-1
n74,s98-1
n73,s99-1
n72,s93-1
n71,s94-1
n78,s100-1
n77,s101-1
n76,s95-1
n75,s96-1
n81,s110-1
n80,s103-1
n79,s104-1
n82,s111-1
n84,s106-1
n83,s107-1
n86,s108-1
n85,s109-1
n88,s113-1
n87,s114-1
n89,s121-1
n91,s116-1
n90,s117-1
n93,s118-1
n92,s119-1
n95,s123-1
n94,s124-1
n96,s127-1
n97,s1-2
n98,s2-2
n99,s5-2
n100,s6-2
n103,s10-2
n102,s11-2
n101,s7-2
n105,s12-2
n106,s13-2
n104,s8-2
n109,s19-2
n107,s20-2
n108,s15-2
n110,s17-2
n111,s18-2
n112,s25-2
n113,s26-2
n114,s33-2
n115,s30-2
n116,s27-2
n119,s34-2
n118,s31-2
n117,s28-2
n121,s43-2
n122,s39-2
n120,s35-2
n124,s41-2
n123,s37-2
n126,s42-2
n125,s38-2
n127,s58-2
n129,s52-2
n128,s46-2
n130,s53-2
n131,s47-2
n133,s54-2
n132,s48-2
n135,s55-2
n134,s49-2
n137,s56-2
n136,s50-2
n139,s57-2
n138,s51-2
n141,s65-2
n140,s59-2
n142,s66-2
n143,s60-2
n145,s67-2
n144,s61-2
n147,s68-2
n146,s62-2
n149,s69-2
n148,s63-2
n151,s70-2
n150,s64-2
n152,s78-2
n153,s72-2
n154,s73-2
n155,s74-2
n156,s75-2
n157,s76-2
n158,s77-2
n159,s84-2
n160,s85-2
n161,s86-2
n162,s87-2
n163,s88-2
n164,s89-2
n165,s91-2
n166,s92-2
n170,s98-2
n169,s99-2
n168,s93-2
n167,s94-2
n174,s100-2
n173,s101-2
n172,s95-2
n171,s96-2
n177,s110-2
n176,s103-2
n175,s104-2
n178,s111-2
n180,s106-2
n179,s107-2
n182,s108-2
n181,s109-2
n184,s113-2
n183,s114-2
n185,s121-2
n187,s116-2
n186,s117-2
n189,s118-2
n188,s119-2
n191,s123-2
n190,s124-2
n192,s127-2
n196,s131-1
n197,s132-1
n193,s128-1
n194,s129-1
n195,s130-1
n200,s142-1
n201,s143-1
n198,s133-1
n199,s134-1
n202,s135-1
n207,s144-1
n206,s145-1
n203,s136-1
n204,s137-1
n205,s138-1
n210,s146-1
n211,s147-1
n208,s139-1
n209,s140-1
n212,s141-1
n215,s157-1
n217,s158-1
n213,s148-1
n214,s149-1
n216,s150-1
n219,s159-1
n221,s160-1
n218,s151-1
n220,s152-1
n222,s153-1
n225,s161-1
n226,s162-1
n223,s154-1
n224,s155-1
n227,s156-1
n228,s166-1
n229,s164-1
n231,s167-1
n230,s165-1
n233,s173-1
n236,s174-1
n235,s170-1
n237,s171-1
n239,s175-1
n238,s172-1
n242,s186-1
n240,s176-1
n241,s177-1
n243,s187-1
n245,s178-1
n244,s179-1
n247,s180-1
n248,s181-1
n251,s188-1
n250,s182-1
n249,s183-1
n254,s184-1
n253,s185-1
n255,s194-1
n257,s189-1
n256,s190-1
n259,s191-1
n258,s192-1
n260,s195-1
n261,s196-1
n262,s202-1
n263,s203-1
n264,s204-1
n266,s198-1
n265,s199-1
n267,s205-1
n268,s200-1
n269,s201-1
n270,s210-1
n271,s206-1
n272,s207-1
n273,s212-1
n274,s213-1
n275,s219-1
n276,s220-1
n278,s221-1
n279,s215-1
n277,s216-1
n280,s222-1
n282,s217-1
n281,s218-1
n285,s228-1
n284,s223-1
n283,s224-1
n287,s230-1
n286,s226-1
n288,s231-1
n289,s227-1
n290,s244-1
n292,s238-1
n291,s232-1
n293,s239-1
n294,s233-1
n296,s240-1
n295,s234-1
n298,s241-1
n297,s235-1
n300,s242-1
n299,s236-1
n302,s243-1
n301,s237-1
n304,s251-1
n303,s245-1
n305,s252-1
n306,s246-1
n308,s253-1
n307,s247-1
n310,s254-1
n309,s248-1
n312,s255-1
n311,s249-1
n314,s256-1
n313,s250-1
n316,s264-1
n315,s258-1
n317,s259-1
n318,s260-1
n319,s261-1
n320,s262-1
n321,s263-1
n322,s270-1
n323,s271-1
n324,s272-1
n325,s273-1
n326,s274-1
n327,s275-1
n328,s278-1
n329,s279-1
n333,s285-1
n332,s286-1
n331,s280-1
n330,s281-1
n337,s287-1
n336,s288-1
n335,s282-1
n334,s283-1
n339,s296-1
n340,s289-1
n338,s290-1
n341,s297-1
n343,s292-1
n342,s293-1
n345,s294-1
n344,s295-1
n347,s299-1
n346,s300-1
n348,s307-1
n350,s302-1
n349,s303-1
n352,s304-1
n351,s305-1
n354,s309-1
n353,s310-1
n355,s315-1
n357,s316-1
n356,s312-1
n358,s313-1
n359,s322-1
n361,s320-1
n360,s317-1
n362,s323-1
n364,s324-1
n365,s321-1
n363,s318-1
n366,s319-1
n368,s329-1
n367,s327-1
n369,s325-1
n370,s330-1
n374,s131-2
n375,s132-2
n371,s128-2
n372,s129-2
n373,s130-2
n378,s142-2
n379,s143-2
n376,s133-2
n377,s134-2
n380,s135-2
n385,s144-2
n384,s145-2
n381,s136-2
n382,s137-2
n383,s138-2
n388,s146-2
n389,s147-2
n386,s139-2
n387,s140-2
n390,s141-2
n393,s157-2
n395,s158-2
n391,s148-2
n392,s149-2
n394,s150-2
n397,s159-2
n399,s160-2
n396,s151-2
n398,s152-2
n400,s153-2
n403,s161-2
n404,s162-2
n401,s154-2
n402,s155-2
n405,s156-2
n406,s166-2
n407,s164-2
n409,s167-2
n408,s165-2
n411,s173-2
n414,s174-2
n413,s170-2
n415,s171-2
n417,s175-2
n416,s172-2
n420,s186-2
n418,s176-2
n419,s177-2
n421,s187-2
n423,s178-2
n422,s179-2
n425,s180-2
n426,s181-2
n429,s188-2
n428,s182-2
n427,s183-2
n432,s184-2
n431,s185-2
n433,s194-2
n435,s189-2
n434,s190-2
n437,s191-2
n436,s192-2
n438,s195-2
n439,s196-2
n440,s202-2
n441,s203-2
n442,s204-2
n444,s198-2
n443,s199-2
n445,s205-2
n446,s200-2
n447,s201-2
n448,s210-2
n449,s206-2
n450,s207-2
n451,s212-2
n452,s213-2
n453,s219-2
n454,s220-2
n456,s221-2
n457,s215-2
n455,s216-2
n458,s222-2
n460,s217-2
n459,s218-2
n463,s228-2
n462,s223-2
n461,s224-2
n465,s230-2
n464,s226-2
n466,s231-2
n467,s227-2
n468,s244-2
n470,s238-2
n469,s232-2
n471,s239-2
n472,s233-2
n474,s240-2
n473,s234-2
n476,s241-2
n475,s235-2
n478,s242-2
n477,s236-2
n480,s243-2
n479,s237-2
n482,s251-2
n481,s245-2
n483,s252-2
n484,s246-2
n486,s253-2
n485,s247-2
n488,s254-2
n487,s248-2
n490,s255-2
n489,s249-2
n492,s256-2
n491,s250-2
n494,s264-2
n493,s258-2
n495,s259-2
n496,s260-2
n497,s261-2
n498,s262-2
n499,s263-2
n500,s270-2
n501,s271-2
n502,s272-2
n503,s273-2
n504,s274-2
n505,s275-2
n506,s278-2
n507,s279-2
n511,s285-2
n510,s286-2
n509,s280-2
n508,s281-2
n515,s287-2
n514,s288-2
n513,s282-2
n512,s283-2
n517,s296-2
n518,s289-2
n516,s290-2
n519,s297-2
n521,s292-2
n520,s293-2
n523,s294-2
n522,s295-2
n525,s299-2
n524,s300-2
n526,s307-2
n528,s302-2
n527,s303-2
n530,s304-2
n529,s305-2
n532,s309-2
n531,s310-2
n533,s315-2
n535,s316-2
n534,s312-2
n536,s313-2
n537,s322-2
n539,s320-2
n538,s317-2
n540,s323-2
n542,s324-2
n543,s321-2
n541,s318-2
n544,s319-2
n546,s329-2
n545,s327-2
n547,s325-2
n548,s330-2
n547a,s331-1
n548a,s332-1
n549,s333-1
n550,s334-1
n552,s344-1
n553,s341-1
n551,s336-1
n554,s345-1
n556,s346-1
n555,s342-1
n557,s347-1
n558,s338-1
n561,s348-1
n560,s343-1
n559,s339-1
n562,s349-1
n563,s340-1
n566,s359-1
n565,s356-1
n564,s350-1
n567,s360-1
n570,s361-1
n569,s357-1
n568,s351-1
n571,s362-1
n572,s363-1
n574,s358-1
n573,s352-1
n575,s353-1
n576,s364-1
n577,s354-1
n578,s355-1
n580,s373-1
n581,s370-1
n579,s365-1
n582,s374-1
n584,s375-1
n583,s371-1
n585,s376-1
n586,s367-1
n589,s377-1
n588,s372-1
n587,s368-1
n590,s378-1
n591,s369-1
n594,s388-1
n593,s385-1
n592,s379-1
n595,s389-1
n596,s390-1
n597,s386-1
n598,s380-1
n599,s391-1
n600,s392-1
n601,s387-1
n602,s381-1
n603,s382-1
n604,s393-1
n605,s383-1
n606,s384-1
n607,s404-1
n608,s394-1
n609,s395-1
n610,s396-1
n611,s397-1
n612,s398-1
n613,s399-1
n614,s400-1
n615,s406-1
n616,s407-1
n617,s401-1
n618,s402-1
n619,s403-1
n621,s421-1
n620,s422-1
n622,s408-1
n623,s409-1
n624,s410-1
n625,s411-1
n626,s412-1
n627,s413-1
n628,s414-1
n630,s424-1
n631,s420-1
n629,s415-1
n632,s416-1
n633,s417-1
n636,s440-1
n634,s435-1
n635,s425-1
n637,s426-1
n638,s427-1
n639,s428-1
n640,s429-1
n641,s430-1
n642,s431-1
n644,s442-1
n645,s437-1
n643,s432-1
n647,s438-1
n646,s433-1
n649,s439-1
n648,s434-1
n652,s452-1
n650,s449-1
n651,s443-1
n654,s450-1
n653,s444-1
n655,s453-1
n656,s445-1
n657,s446-1
n659,s454-1
n658,s447-1
n660,s448-1
n662,s461-1
n661,s455-1
n663,s462-1
n665,s463-1
n664,s456-1
n666,s464-1
n668,s465-1
n667,s457-1
n669,s458-1
n671,s466-1
n670,s459-1
n672,s460-1
n674,s473-1
n673,s467-1
n675,s474-1
n676,s475-1
n677,s468-1
n678,s476-1
n679,s477-1
n680,s469-1
n681,s470-1
n682,s478-1
n683,s471-1
n684,s472-1
n686,s485-1
n685,s479-1
n687,s486-1
n689,s487-1
n688,s480-1
n690,s488-1
n692,s489-1
n691,s481-1
n693,s482-1
n694,s490-1
n695,s483-1
n696,s484-1
n698,s497-1
n697,s491-1
n699,s498-1
n700,s499-1
n701,s492-1
n704,s495-1
n705,s496-1
n710,s510-1
n709,s508-1
n708,s503-1
n711,s511-1
n712,s509-1
n715,s506-1
n716,s507-1
n720,s518-1
n721,s516-1
n719,s514-1
n723,s519-1
n724,s517-1
n722,s515-1
n727,s536-1
n726,s528-1
n725,s520-1
n729,s529-1
n728,s521-1
n731,s530-1
n730,s522-1
n733a,s537-1
n736,s534-1
n737,s526-1
n739,s535-1
n738,s527-1
n741,s540-1
n740,s538-1
n742,s541-1
n744,s331-2
n745,s332-2
n746,s333-2
n747,s334-2
n749,s344-2
n750,s341-2
n748,s336-2
n751,s345-2
n753,s346-2
n752,s342-2
n754,s347-2
n755,s338-2
n758,s348-2
n757,s343-2
n756,s339-2
n759,s349-2
n760,s340-2
n763,s359-2
n762,s356-2
n761,s350-2
n764,s360-2
n767,s361-2
n766,s357-2
n765,s351-2
n768,s362-2
n769,s363-2
n771,s358-2
n770,s352-2
n772,s353-2
n773,s364-2
n774,s354-2
n775,s355-2
n777,s373-2
n778,s370-2
n776,s365-2
n779,s374-2
n781,s375-2
n780,s371-2
n782,s376-2
n783,s367-2
n786,s377-2
n785,s372-2
n784,s368-2
n787,s378-2
n788,s369-2
n791,s388-2
n790,s385-2
n789,s379-2
n792,s389-2
n793,s390-2
n794,s386-2
n795,s380-2
n796,s391-2
n797,s392-2
n798,s387-2
n799,s381-2
n800,s382-2
n801,s393-2
n802,s383-2
n803,s384-2
n804,s404-2
n805,s394-2
n806,s395-2
n807,s396-2
n808,s397-2
n809,s398-2
n810,s399-2
n811,s400-2
n812,s406-2
n813,s407-2
n814,s401-2
n815,s402-2
n816,s403-2
n818,s421-2
n817,s422-2
n819,s408-2
n820,s409-2
n821,s410-2
n822,s411-2
n823,s412-2
n824,s413-2
n825,s414-2
n827,s424-2
n828,s420-2
n826,s415-2
n829,s416-2
n830,s417-2
n833,s440-2
n831,s435-2
n832,s425-2
n834,s426-2
n835,s427-2
n836,s428-2
n837,s429-2
n838,s430-2
n839,s431-2
n841,s442-2
n842,s437-2
n840,s432-2
n844,s438-2
n843,s433-2
n846,s439-2
n845,s434-2
n849,s452-2
n847,s449-2
n848,s443-2
n851,s450-2
n850,s444-2
n852,s453-2
n853,s445-2
n854,s446-2
n856,s454-2
n855,s447-2
n857,s448-2
n859,s461-2
n858,s455-2
n860,s462-2
n862,s463-2
n861,s456-2
n863,s464-2
n865,s465-2
n864,s457-2
n866,s458-2
n868,s466-2
n867,s459-2
n869,s460-2
n871,s473-2
n870,s467-2
n872,s474-2
